Boroughs,Latitude,Longitude,Prop_Type,Min_Nights,Host_Listing_Cnt,Days_Available,Review_Cnt,Reviews30d,Price
Brooklyn,40.64846,-73.96186,PrivateRoom,1,3,362,32,0.52,200
Brooklyn,40.64847,-73.96132,EntireHome,31,1,13,2,0.07,105
Brooklyn,40.64847,-73.96127,PrivateRoom,1,1,149,10,2.44,70
Brooklyn,40.64849,-74.00277,EntireHome,2,1,19,9,2.2,130
Brooklyn,40.64849,-73.96585,EntireHome,2,1,0,9,0.28,89
Brooklyn,40.6485,-73.95439,PrivateRoom,1,1,8,19,0.8,36
Brooklyn,40.6485,-73.95157,EntireHome,2,3,219,1,0.14,159
Brooklyn,40.6485,-73.93855,PrivateRoom,3,3,277,59,2.51,40
Brooklyn,40.64851,-73.94667,PrivateRoom,1,3,0,359,4.7,60
Brooklyn,40.64856,-73.96358,PrivateRoom,7,1,0,1,0.71,40
Brooklyn,40.64857,-73.94407,EntireHome,2,1,27,47,2.83,89
Brooklyn,40.64858,-73.96378,EntireHome,3,1,48,24,0.44,90
Brooklyn,40.64861,-73.94983,PrivateRoom,2,4,32,9,0.38,48
Brooklyn,40.64863,-73.94948,PrivateRoom,1,3,325,28,1.09,80
Brooklyn,40.64865,-73.97947,EntireHome,2,2,255,192,3.6,195
Brooklyn,40.64866,-73.96986,EntireHome,3,3,248,53,3.42,175
Brooklyn,40.64871,-74.00774,PrivateRoom,2,3,0,45,0.59,70
Brooklyn,40.64873,-73.96419,EntireHome,1,1,0,10,0.22,100
Brooklyn,40.64874,-73.94467,EntireHome,3,1,125,5,2.59,150
Brooklyn,40.64875,-73.96978,EntireHome,5,1,0,2,0.05,100
Brooklyn,40.64876,-73.96279,PrivateRoom,30,1,0,2,0.05,38
Brooklyn,40.64879,-73.95079,EntireHome,3,1,57,47,5.62,88
Brooklyn,40.64881,-73.96724,PrivateRoom,2,2,241,5,0.11,55
Brooklyn,40.64882,-73.97629,EntireHome,2,1,0,5,0.19,68
Brooklyn,40.64882,-73.94537,EntireHome,6,4,235,14,3.09,85
Brooklyn,40.64885,-73.94681,PrivateRoom,1,3,109,210,5.22,57
Brooklyn,40.6489,-73.96872,EntireHome,5,1,4,4,0.08,60
Brooklyn,40.6489,-73.96374,PrivateRoom,3,2,359,35,0.61,79
Brooklyn,40.64894,-74.00621,PrivateRoom,3,1,290,48,0.81,85
Brooklyn,40.64895,-73.95758,EntireHome,4,1,361,15,0.18,140
Brooklyn,40.64895,-73.94838,PrivateRoom,1,3,89,246,3.38,53
Brooklyn,40.64896,-73.94317,EntireHome,3,2,68,39,1.44,80
Brooklyn,40.64898,-73.95502,PrivateRoom,1,1,124,7,3.96,65
Brooklyn,40.64899,-74.0125,SharedRoom,1,1,332,6,3.16,30
Brooklyn,40.64902,-74.00897,PrivateRoom,5,2,311,43,0.55,68
Brooklyn,40.64902,-73.9286,PrivateRoom,1,2,296,15,0.73,45
Brooklyn,40.64907,-74.00579,EntireHome,4,1,134,24,2.41,150
Brooklyn,40.64908,-74.01418,EntireHome,4,1,0,5,0.16,75
Brooklyn,40.64909,-73.9648,PrivateRoom,2,1,0,13,0.49,40
Brooklyn,40.6491,-73.97434,EntireHome,2,1,0,19,0.44,200
Brooklyn,40.6491,-73.95991,EntireHome,4,1,10,5,0.93,60
Brooklyn,40.6491,-73.92532,EntireHome,3,1,152,13,1.2,75
Brooklyn,40.64913,-73.92525,PrivateRoom,5,5,352,18,0.26,67
Brooklyn,40.64918,-73.96657,PrivateRoom,2,2,53,25,0.91,80
Brooklyn,40.64919,-73.9731,EntireHome,7,1,9,1,0.08,375
Brooklyn,40.64919,-73.96143,PrivateRoom,2,3,362,70,0.98,84
Brooklyn,40.64919,-73.96129,EntireHome,1,1,0,3,0.07,72
Brooklyn,40.64922,-73.96078,SharedRoom,1,3,311,9,9,20
Brooklyn,40.64922,-73.93301,PrivateRoom,2,3,39,34,7.08,35
Brooklyn,40.64923,-73.95273,PrivateRoom,2,4,99,27,1.16,50
Brooklyn,40.64924,-73.96714,PrivateRoom,4,1,185,2,0.05,35
Brooklyn,40.64924,-73.95292,PrivateRoom,4,1,22,3,0.36,50
Brooklyn,40.64928,-73.97538,EntireHome,15,1,34,53,0.74,125
Brooklyn,40.64929,-74.00422,EntireHome,2,1,5,5,0.7,100
Brooklyn,40.64929,-73.94486,PrivateRoom,4,3,35,1,1,35
Brooklyn,40.64929,-73.92685,PrivateRoom,1,3,356,8,1.4,35
Brooklyn,40.64929,-73.92647,PrivateRoom,3,2,263,40,2.54,40
Brooklyn,40.6493,-73.94547,PrivateRoom,2,1,130,32,1.24,75
Brooklyn,40.64931,-73.9733,EntireHome,3,1,34,12,0.51,85
Brooklyn,40.64932,-73.98018,EntireHome,1,1,0,20,8.11,90
Brooklyn,40.64933,-73.96478,EntireHome,5,1,0,4,0.11,290
Brooklyn,40.64933,-73.94539,EntireHome,1,3,240,58,4.75,110
Brooklyn,40.64935,-73.96485,PrivateRoom,2,1,178,25,1.46,90
Brooklyn,40.64936,-73.96061,PrivateRoom,1,3,319,3,2,40
Brooklyn,40.64938,-73.96682,EntireHome,2,1,284,1,0.22,110
Brooklyn,40.6494,-74.00967,EntireHome,3,1,10,1,0.04,72
Brooklyn,40.64941,-73.93451,PrivateRoom,2,3,26,16,2.93,33
Brooklyn,40.64942,-74.00749,PrivateRoom,5,2,311,39,0.51,53
Brooklyn,40.64942,-73.92482,PrivateRoom,5,5,322,50,0.79,67
Brooklyn,40.64942,-73.89783,PrivateRoom,4,4,44,4,0.21,40
Brooklyn,40.64943,-74.01018,PrivateRoom,15,1,0,1,0.81,27
Brooklyn,40.64943,-73.96245,PrivateRoom,3,1,329,122,2.6,70
Brooklyn,40.64943,-73.96202,PrivateRoom,2,1,352,42,1.15,49
Brooklyn,40.64944,-73.93376,EntireHome,3,1,339,64,1.24,97
Brooklyn,40.64945,-73.9624,EntireHome,7,1,0,1,0.02,75
Brooklyn,40.64945,-73.96108,PrivateRoom,7,1,0,12,0.42,56
Brooklyn,40.64946,-73.92839,PrivateRoom,2,2,347,25,1.74,65
Brooklyn,40.6495,-73.9643,PrivateRoom,2,1,0,2,0.08,60
Brooklyn,40.64953,-74.00011,PrivateRoom,2,1,4,9,0.24,40
Brooklyn,40.64958,-73.97482,PrivateRoom,1,3,253,113,3.85,45
Brooklyn,40.64961,-73.97465,EntireHome,2,1,0,7,0.13,198
Brooklyn,40.64962,-74.00028,EntireHome,3,1,268,78,1.77,95
Brooklyn,40.64963,-73.89817,PrivateRoom,4,4,44,8,0.38,65
Brooklyn,40.64964,-73.9992,PrivateRoom,1,2,70,13,0.9,75
Brooklyn,40.64965,-73.96154,EntireHome,30,1,363,49,0.68,100
Brooklyn,40.64966,-73.96459,PrivateRoom,3,1,0,5,0.18,45
Brooklyn,40.64968,-73.97325,EntireHome,29,1,65,2,0.2,100
Brooklyn,40.6497,-73.94754,PrivateRoom,2,1,14,88,3.33,70
Brooklyn,40.64972,-73.96363,EntireHome,20,1,0,3,0.1,56
Brooklyn,40.64976,-74.00165,PrivateRoom,1,1,19,30,1.58,35
Brooklyn,40.64979,-73.93299,PrivateRoom,2,3,33,15,4.55,28
Brooklyn,40.64985,-74.00835,EntireHome,3,1,0,41,3.29,100
Brooklyn,40.64985,-74.00207,PrivateRoom,6,1,189,26,0.55,35
Brooklyn,40.64987,-73.93855,PrivateRoom,3,3,285,36,2.65,45
Brooklyn,40.6499,-73.91499,PrivateRoom,3,1,217,2,0.27,60
Brooklyn,40.64991,-73.93716,PrivateRoom,3,3,196,54,2.33,40
Brooklyn,40.64992,-74.01169,EntireHome,1,1,363,13,1.19,750
Brooklyn,40.64994,-73.8964,EntireHome,4,4,298,33,1.89,120
Brooklyn,40.64996,-73.9615,PrivateRoom,3,2,0,4,0.07,60
Brooklyn,40.64997,-74.00626,EntireHome,2,1,273,14,5.25,135
Brooklyn,40.64997,-74.00347,EntireHome,2,1,0,4,0.11,115
Brooklyn,40.64998,-73.92358,PrivateRoom,3,5,266,1,0.91,67
Brooklyn,40.64999,-73.97307,EntireHome,30,1,217,2,0.05,100
Brooklyn,40.65003,-74.00657,EntireHome,3,1,0,2,0.08,75
Brooklyn,40.65004,-74.00512,PrivateRoom,3,2,336,33,2.7,55
Brooklyn,40.65004,-74.00108,EntireHome,3,1,190,49,2.23,80
Brooklyn,40.65005,-73.94776,EntireHome,1,1,309,26,1.08,119
Brooklyn,40.6501,-73.97985,EntireHome,4,1,247,145,2.61,149
Brooklyn,40.65012,-74.00603,PrivateRoom,1,4,163,22,2.07,60
Brooklyn,40.65012,-73.94056,PrivateRoom,1,1,355,15,0.33,75
Brooklyn,40.65013,-73.97863,EntireHome,3,1,5,32,1.26,115
Brooklyn,40.65014,-74.00615,PrivateRoom,3,1,12,11,0.21,37
Brooklyn,40.65015,-74.01084,EntireHome,2,1,0,1,0.05,300
Brooklyn,40.65015,-73.92803,PrivateRoom,1,3,359,8,1.69,35
Brooklyn,40.6502,-73.95509,PrivateRoom,7,4,307,6,0.16,39
Brooklyn,40.65021,-73.96293,PrivateRoom,2,1,339,13,0.63,65
Brooklyn,40.65022,-73.97247,EntireHome,29,1,217,16,0.26,130
Brooklyn,40.65022,-73.96281,SharedRoom,4,3,230,2,1.43,25
Brooklyn,40.65024,-73.9737,EntireHome,2,1,0,1,0.03,105
Brooklyn,40.65027,-74.01101,PrivateRoom,1,2,16,36,1.58,79
Brooklyn,40.65027,-73.9608,EntireHome,3,1,13,2,0.46,115
Brooklyn,40.65028,-73.97771,EntireHome,3,1,64,40,1.96,165
Brooklyn,40.6503,-74.00231,EntireHome,5,1,0,1,0.02,115
Brooklyn,40.65031,-74.00239,EntireHome,2,1,354,51,0.87,125
Brooklyn,40.65031,-74.00176,EntireHome,2,1,296,111,2.9,140
Brooklyn,40.65034,-73.96342,PrivateRoom,1,2,34,169,4.46,62
Brooklyn,40.65035,-74.00974,PrivateRoom,2,1,5,2,0.28,75
Brooklyn,40.65035,-73.94895,PrivateRoom,2,1,120,23,3.25,59
Brooklyn,40.65038,-74.00551,EntireHome,3,1,5,25,0.71,99
Brooklyn,40.65038,-73.94668,PrivateRoom,30,4,301,1,0.46,37
Brooklyn,40.65039,-73.97254,PrivateRoom,1,1,0,1,0.7,66
Brooklyn,40.65039,-73.96393,PrivateRoom,3,2,355,37,0.65,72
Brooklyn,40.6504,-73.95011,PrivateRoom,3,2,0,2,0.18,39
Brooklyn,40.65041,-73.92574,EntireHome,3,5,88,14,0.85,249
Brooklyn,40.65042,-73.94842,EntireHome,1,2,123,12,0.47,225
Brooklyn,40.65044,-74.00986,EntireHome,4,1,11,13,0.37,95
Brooklyn,40.65044,-73.97296,PrivateRoom,2,1,0,3,0.11,60
Brooklyn,40.65044,-73.96327,EntireHome,2,2,10,35,0.75,99
Brooklyn,40.65046,-74.00402,EntireHome,1,1,0,26,2.31,100
Brooklyn,40.65046,-73.95067,PrivateRoom,2,3,340,14,1.71,38
Brooklyn,40.65046,-73.93633,EntireHome,2,1,166,26,1.34,85
Brooklyn,40.65047,-74.00403,PrivateRoom,1,4,324,24,2.47,50
Brooklyn,40.65051,-73.95586,PrivateRoom,4,1,6,8,1.15,35
Brooklyn,40.65051,-73.94969,PrivateRoom,1,3,97,3,0.39,35
Brooklyn,40.65053,-73.97438,EntireHome,7,1,173,1,0.1,225
Brooklyn,40.65056,-73.94994,EntireHome,2,2,0,14,0.96,65
Brooklyn,40.65057,-73.97858,EntireHome,7,1,223,23,0.4,120
Brooklyn,40.65057,-73.92383,PrivateRoom,1,1,328,54,8.62,37
Brooklyn,40.65058,-73.94859,PrivateRoom,2,2,329,63,1.49,54
Brooklyn,40.65059,-73.94506,PrivateRoom,3,1,179,1,0.1,90
Brooklyn,40.6506,-73.92553,PrivateRoom,3,5,327,6,0.26,67
Brooklyn,40.65061,-73.96125,PrivateRoom,27,2,0,6,0.14,50
Brooklyn,40.65062,-73.93487,PrivateRoom,2,2,274,20,0.78,50
Brooklyn,40.65064,-74.00595,EntireHome,5,1,95,13,1.19,100
Brooklyn,40.65064,-73.95045,EntireHome,2,1,75,78,3.18,94
Brooklyn,40.65067,-73.96062,PrivateRoom,2,2,5,76,3.26,33
Brooklyn,40.65068,-73.96073,PrivateRoom,1,2,29,88,3.36,31
Brooklyn,40.65068,-73.91811,PrivateRoom,1,3,154,2,0.19,75
Brooklyn,40.65071,-73.94508,PrivateRoom,30,4,210,6,0.2,34
Brooklyn,40.65073,-73.92738,EntireHome,4,1,331,10,1.06,135
Brooklyn,40.65074,-73.96072,EntireHome,3,1,0,4,0.11,115
Brooklyn,40.65074,-73.92945,EntireHome,6,2,8,2,0.26,75
Brooklyn,40.65074,-73.91633,EntireHome,1,3,339,38,3.17,55
Brooklyn,40.65079,-73.92527,EntireHome,3,2,187,18,4,125
Brooklyn,40.65083,-73.96101,PrivateRoom,3,1,217,3,0.04,70
Brooklyn,40.65085,-74.0037,EntireHome,4,1,132,17,2.07,175
Brooklyn,40.65087,-73.96467,PrivateRoom,2,2,51,71,2.09,65
Brooklyn,40.6509,-73.96266,PrivateRoom,1,1,0,9,0.68,95
Brooklyn,40.65092,-74.00489,PrivateRoom,3,2,307,39,3.46,50
Brooklyn,40.65092,-73.9632,EntireHome,3,1,24,4,0.94,120
Brooklyn,40.65093,-73.93269,PrivateRoom,3,7,239,3,1.34,75
Brooklyn,40.65096,-73.96395,PrivateRoom,5,1,0,2,0.06,33
Brooklyn,40.65099,-73.96283,EntireHome,60,1,84,46,1.97,80
Brooklyn,40.65099,-73.95596,EntireHome,2,1,89,92,4.66,95
Brooklyn,40.651,-73.94886,PrivateRoom,2,2,100,269,2.73,50
Brooklyn,40.65104,-73.96275,PrivateRoom,5,1,0,1,0.06,42
Brooklyn,40.65105,-73.95935,EntireHome,1,1,0,4,0.22,89
Brooklyn,40.65105,-73.93034,PrivateRoom,1,2,43,9,0.95,47
Brooklyn,40.65106,-73.97704,EntireHome,20,2,94,30,0.64,99
Brooklyn,40.65107,-74.01096,EntireHome,1,1,179,5,0.25,650
Brooklyn,40.65108,-73.95417,PrivateRoom,2,4,126,38,1.6,44
Brooklyn,40.65112,-73.95165,EntireHome,2,1,0,1,0.03,77
Brooklyn,40.65113,-73.95892,EntireHome,7,1,33,1,0.05,150
Brooklyn,40.65114,-73.96246,PrivateRoom,2,1,0,2,0.09,60
Brooklyn,40.65116,-73.97881,EntireHome,3,1,11,3,0.36,80
Brooklyn,40.6512,-73.95908,EntireHome,5,1,5,16,2.04,81
Brooklyn,40.65123,-73.96436,PrivateRoom,1,1,0,1,0.03,36
Brooklyn,40.65126,-73.96388,SharedRoom,1,2,0,5,0.14,40
Brooklyn,40.65129,-73.94058,PrivateRoom,1,1,365,10,0.68,90
Brooklyn,40.65129,-73.92696,PrivateRoom,1,3,70,12,1.41,35
Brooklyn,40.65131,-73.97866,PrivateRoom,2,1,301,93,2.82,125
Brooklyn,40.65131,-73.97405,EntireHome,5,1,0,24,0.43,100
Brooklyn,40.65131,-73.96307,PrivateRoom,1,2,72,31,2.75,70
Brooklyn,40.65132,-73.95691,EntireHome,3,1,0,2,0.07,128
Brooklyn,40.65135,-74.00487,PrivateRoom,1,4,155,21,1.99,55
Brooklyn,40.65136,-73.97689,EntireHome,3,1,60,40,2.01,160
Brooklyn,40.65136,-73.9746,EntireHome,3,1,3,26,0.79,85
Brooklyn,40.65136,-73.94503,PrivateRoom,30,5,40,1,0.63,45
Brooklyn,40.65137,-74.00666,PrivateRoom,40,2,0,28,0.53,2000
Brooklyn,40.6514,-73.9616,PrivateRoom,3,1,47,25,1.67,44
Brooklyn,40.65141,-73.92512,EntireHome,3,1,261,110,3.22,75
Brooklyn,40.65142,-73.97601,EntireHome,21,2,0,52,0.63,149
Brooklyn,40.65145,-73.94553,EntireHome,2,1,338,85,4.32,120
Brooklyn,40.65146,-73.96634,EntireHome,5,1,5,19,0.38,120
Brooklyn,40.65146,-73.93966,EntireHome,1,4,283,201,4.95,135
Brooklyn,40.65148,-73.95847,EntireHome,1,1,0,5,0.08,70
Brooklyn,40.65152,-73.96429,EntireHome,5,1,7,16,1.53,75
Brooklyn,40.65155,-73.92907,PrivateRoom,1,1,148,25,2.81,80
Brooklyn,40.65157,-74.01089,EntireHome,5,1,50,50,2.3,150
Brooklyn,40.65157,-73.97383,PrivateRoom,4,1,41,21,0.48,58
Brooklyn,40.65158,-73.96428,PrivateRoom,1,2,0,2,0.08,90
Brooklyn,40.65164,-73.95533,EntireHome,3,1,10,1,0.33,120
Brooklyn,40.65167,-74.00624,PrivateRoom,1,4,175,23,2.16,50
Brooklyn,40.65168,-74.00178,EntireHome,7,1,0,3,0.06,105
Brooklyn,40.65168,-73.96411,EntireHome,3,1,0,13,0.85,100
Brooklyn,40.65168,-73.96269,PrivateRoom,2,1,0,5,3.57,50
Brooklyn,40.65173,-73.96035,PrivateRoom,4,1,8,8,0.35,55
Brooklyn,40.65175,-73.96408,EntireHome,30,1,365,5,0.29,90
Brooklyn,40.65175,-73.96208,SharedRoom,10,3,336,1,0.57,25
Brooklyn,40.65176,-73.95458,PrivateRoom,3,1,1,5,5,46
Brooklyn,40.65176,-73.93452,EntireHome,3,1,334,106,1.41,95
Brooklyn,40.65177,-73.96417,PrivateRoom,2,1,0,3,0.15,37
Brooklyn,40.6518,-73.97575,EntireHome,30,1,0,1,0.23,52
Brooklyn,40.6518,-73.95894,PrivateRoom,7,4,331,13,0.29,39
Brooklyn,40.65181,-73.97648,EntireHome,5,1,0,9,0.16,75
Brooklyn,40.65181,-73.9441,PrivateRoom,45,5,270,2,0.13,40
Brooklyn,40.65181,-73.91672,PrivateRoom,1,3,154,4,0.36,65
Brooklyn,40.65185,-73.94555,PrivateRoom,45,5,365,5,0.36,45
Brooklyn,40.65185,-73.93388,PrivateRoom,2,2,191,1,0.04,80
Brooklyn,40.65187,-73.94394,EntireHome,1,1,228,8,8,75
Brooklyn,40.65188,-74.00611,PrivateRoom,30,1,0,2,0.04,50
Brooklyn,40.65188,-73.96411,PrivateRoom,4,1,0,3,0.07,55
Brooklyn,40.65188,-73.95649,EntireHome,1,1,356,2,0.63,95
Brooklyn,40.65192,-73.95243,EntireHome,7,1,0,1,0.03,76
Brooklyn,40.65193,-73.97743,EntireHome,3,1,223,1,0.05,300
Brooklyn,40.65193,-73.97301,PrivateRoom,2,3,47,209,2.5,60
Brooklyn,40.65193,-73.96401,PrivateRoom,5,3,0,1,0.09,85
Brooklyn,40.65194,-73.95997,EntireHome,2,2,0,2,0.05,85
Brooklyn,40.65195,-73.95645,PrivateRoom,1,1,0,7,0.55,65
Brooklyn,40.65198,-74.00763,EntireHome,2,1,5,8,0.53,120
Brooklyn,40.65202,-73.96325,PrivateRoom,4,2,12,14,0.44,95
Brooklyn,40.65203,-73.9628,PrivateRoom,6,1,0,1,0.03,36
Brooklyn,40.65203,-73.93317,PrivateRoom,1,1,178,2,0.08,200
Brooklyn,40.65204,-73.94938,EntireHome,4,1,306,104,1.31,133
Brooklyn,40.65206,-73.96149,PrivateRoom,4,1,0,5,0.13,85
Brooklyn,40.65207,-73.96225,EntireHome,2,1,5,46,0.93,149
Brooklyn,40.65209,-74.01136,PrivateRoom,1,2,0,10,1.03,112
Brooklyn,40.65211,-73.97872,PrivateRoom,1,4,0,13,0.34,65
Brooklyn,40.65214,-73.95159,PrivateRoom,1,5,167,19,5.23,53
Brooklyn,40.65214,-73.93126,EntireHome,2,1,31,87,2.36,62
Brooklyn,40.65215,-73.95219,EntireHome,3,1,0,5,0.35,91
Brooklyn,40.65216,-73.96119,PrivateRoom,3,1,289,222,4.7,55
Brooklyn,40.65217,-73.97315,PrivateRoom,1,3,12,3,0.41,48
Brooklyn,40.65217,-73.95974,PrivateRoom,2,1,0,7,0.38,47
Brooklyn,40.65218,-73.96551,PrivateRoom,7,1,0,4,0.75,40
Brooklyn,40.65218,-73.96193,EntireHome,4,2,169,27,1.09,140
Brooklyn,40.65221,-73.96289,PrivateRoom,14,2,0,5,0.23,55
Brooklyn,40.65221,-73.93634,PrivateRoom,5,1,0,4,0.14,21
Brooklyn,40.65222,-73.95016,PrivateRoom,1,1,0,5,0.38,35
Brooklyn,40.65224,-73.9762,PrivateRoom,1,1,174,21,3.17,85
Brooklyn,40.65224,-73.95724,PrivateRoom,2,1,0,23,2.78,65
Brooklyn,40.65226,-73.95166,PrivateRoom,2,4,89,61,2.57,48
Brooklyn,40.65228,-73.96428,EntireHome,2,1,0,23,0.55,97
Brooklyn,40.65228,-73.96402,PrivateRoom,3,1,0,1,0.03,65
Brooklyn,40.65228,-73.95286,PrivateRoom,1,5,150,13,3.61,54
Brooklyn,40.65229,-73.96551,EntireHome,2,1,41,34,1.74,125
Brooklyn,40.65229,-73.95139,PrivateRoom,1,1,167,2,2,55
Brooklyn,40.65229,-73.94539,PrivateRoom,2,1,83,1,0.09,150
Brooklyn,40.65232,-73.96208,PrivateRoom,2,1,0,11,0.64,36
Brooklyn,40.65234,-73.95329,EntireHome,1,1,0,1,0.02,155
Brooklyn,40.65234,-73.95145,PrivateRoom,6,1,73,9,1.23,35
Brooklyn,40.65235,-73.9635,EntireHome,2,1,0,2,0.08,109
Brooklyn,40.65235,-73.95347,PrivateRoom,1,5,172,14,4.33,54
Brooklyn,40.65236,-73.94965,PrivateRoom,2,3,331,12,1.81,38
Brooklyn,40.65237,-73.97365,EntireHome,7,3,231,1,0.05,90
Brooklyn,40.65239,-73.96417,PrivateRoom,2,1,5,16,1.19,75
Brooklyn,40.65239,-73.94824,EntireHome,3,1,0,1,0.07,190
Brooklyn,40.65239,-73.91029,EntireHome,2,1,147,21,2.46,130
Brooklyn,40.6524,-73.96314,PrivateRoom,1,2,1,2,1.67,59
Brooklyn,40.65241,-73.95088,PrivateRoom,2,1,0,55,5.39,80
Brooklyn,40.65246,-73.96046,PrivateRoom,2,1,34,4,1.04,75
Brooklyn,40.65247,-74.00994,EntireHome,2,1,0,1,0.07,120
Brooklyn,40.65247,-73.96399,PrivateRoom,3,3,0,1,0.04,44
Brooklyn,40.65248,-73.95278,PrivateRoom,3,1,83,45,4.15,45
Brooklyn,40.65251,-73.97598,EntireHome,2,1,94,5,0.4,145
Brooklyn,40.65251,-73.96325,PrivateRoom,4,1,0,1,0.04,60
Brooklyn,40.65251,-73.9454,PrivateRoom,30,5,167,9,0.34,40
Brooklyn,40.65253,-73.96404,EntireHome,7,2,30,53,1.4,125
Brooklyn,40.65254,-73.98017,PrivateRoom,1,4,0,4,0.1,72
Brooklyn,40.65255,-73.96227,SharedRoom,1,1,0,1,0.03,85
Brooklyn,40.65255,-73.9454,PrivateRoom,2,2,29,5,0.33,75
Brooklyn,40.65256,-73.9798,PrivateRoom,1,4,0,1,0.03,60
Brooklyn,40.65256,-73.94185,PrivateRoom,3,5,295,2,0.22,70
Brooklyn,40.65257,-73.96259,PrivateRoom,2,1,12,45,1.33,60
Brooklyn,40.65258,-73.96343,EntireHome,3,1,123,11,1.11,115
Brooklyn,40.65258,-73.96243,EntireHome,3,1,0,1,0.05,100
Brooklyn,40.65258,-73.96013,PrivateRoom,1,1,46,13,0.58,75
Brooklyn,40.6526,-73.97366,EntireHome,1,1,0,5,0.19,77
Brooklyn,40.6526,-73.94999,EntireHome,5,1,33,48,0.68,104
Brooklyn,40.65261,-73.94486,PrivateRoom,60,5,355,9,0.43,38
Brooklyn,40.65262,-73.94867,EntireHome,3,1,3,44,0.7,115
Brooklyn,40.65262,-73.94211,EntireHome,30,2,249,23,0.44,109
Brooklyn,40.65263,-73.93215,EntireHome,2,2,330,186,3.6,85
Brooklyn,40.65265,-73.97689,PrivateRoom,1,1,4,2,2,52
Brooklyn,40.65265,-73.96559,PrivateRoom,1,1,0,18,0.76,47
Brooklyn,40.65265,-73.91233,EntireHome,2,1,307,16,2.62,91
Brooklyn,40.65267,-73.9485,EntireHome,7,1,0,5,0.08,115
Brooklyn,40.65267,-73.94293,PrivateRoom,3,5,311,11,1.05,46
Brooklyn,40.65271,-73.97361,EntireHome,2,1,7,24,0.66,125
Brooklyn,40.65271,-73.96074,PrivateRoom,2,4,217,12,0.2,59
Brooklyn,40.65272,-73.96127,PrivateRoom,3,2,340,28,1.05,65
Brooklyn,40.65274,-73.95848,PrivateRoom,2,1,0,7,0.26,39
Brooklyn,40.65275,-73.95457,PrivateRoom,20,5,153,8,0.42,50
Brooklyn,40.65278,-73.95392,PrivateRoom,3,5,65,14,0.72,45
Brooklyn,40.65281,-73.96581,PrivateRoom,2,1,0,11,0.64,59
Brooklyn,40.65282,-73.97394,EntireHome,3,1,109,56,0.98,180
Brooklyn,40.65285,-73.943,PrivateRoom,3,5,311,11,1.07,60
Brooklyn,40.65286,-73.93371,PrivateRoom,30,4,4,1,0.54,33
Brooklyn,40.65286,-73.93209,PrivateRoom,30,4,304,3,0.15,35
Brooklyn,40.65287,-73.94861,EntireHome,2,2,216,31,2.45,200
Brooklyn,40.6529,-74.00399,EntireHome,10,1,0,2,0.04,80
Brooklyn,40.65291,-73.95285,PrivateRoom,2,1,26,37,2.39,60
Brooklyn,40.65292,-73.95677,SharedRoom,1,1,0,8,1.43,25
Brooklyn,40.65292,-73.95229,PrivateRoom,5,5,163,2,0.71,45
Brooklyn,40.65293,-73.9435,PrivateRoom,3,5,331,1,0.12,100
Brooklyn,40.65296,-73.95724,EntireHome,3,1,39,2,1.71,90
Brooklyn,40.65301,-73.95241,EntireHome,3,1,0,64,1.11,115
Brooklyn,40.65302,-73.97357,PrivateRoom,2,1,0,1,0.68,50
Brooklyn,40.65303,-73.96164,EntireHome,6,2,10,1,0.09,120
Brooklyn,40.65305,-73.95818,EntireHome,5,1,0,1,0.02,80
Brooklyn,40.65306,-74.0039,PrivateRoom,1,4,309,34,1.02,60
Brooklyn,40.65306,-73.95507,PrivateRoom,7,1,3,17,0.69,64
Brooklyn,40.65307,-73.95781,EntireHome,2,1,257,20,0.25,115
Brooklyn,40.65308,-73.95109,EntireHome,2,1,119,71,1.32,100
Brooklyn,40.65309,-73.95523,PrivateRoom,1,1,321,73,1.55,62
Brooklyn,40.6531,-73.96331,EntireHome,1,2,0,2,0.08,80
Brooklyn,40.6531,-73.96184,PrivateRoom,2,2,10,5,0.48,88
Brooklyn,40.6531,-73.94965,PrivateRoom,3,1,0,6,0.16,42
Brooklyn,40.65312,-73.93413,PrivateRoom,30,4,282,6,0.25,35
Brooklyn,40.65314,-73.95304,PrivateRoom,5,5,0,12,0.66,40
Brooklyn,40.65318,-73.96253,PrivateRoom,2,1,0,8,0.4,75
Brooklyn,40.65319,-73.97621,EntireHome,2,2,256,103,3.75,200
Brooklyn,40.6532,-73.96216,EntireHome,18,1,0,11,0.2,78
Brooklyn,40.65321,-73.95199,EntireHome,1,1,274,115,4.52,140
Brooklyn,40.65323,-73.96372,EntireHome,2,1,0,11,0.86,70
Brooklyn,40.65323,-73.96223,PrivateRoom,1,2,35,93,1.74,47
Brooklyn,40.65323,-73.95256,PrivateRoom,5,5,73,5,0.88,45
Brooklyn,40.65325,-73.97868,EntireHome,2,1,330,66,3.27,100
Brooklyn,40.65326,-73.95513,EntireHome,2,1,0,1,0.25,70
Brooklyn,40.65327,-73.96573,PrivateRoom,5,1,0,2,0.28,60
Brooklyn,40.65329,-73.97987,EntireHome,2,1,85,2,1.4,250
Brooklyn,40.65329,-73.92756,SharedRoom,7,1,179,1,0.1,50
Brooklyn,40.6533,-73.95534,EntireHome,2,1,0,1,0.08,65
Brooklyn,40.65331,-73.96271,PrivateRoom,2,1,0,2,0.11,58
Brooklyn,40.65332,-73.95778,EntireHome,4,1,12,22,3.01,120
Brooklyn,40.65335,-73.96257,EntireHome,3,2,319,13,0.27,120
