country,country_long,name,gppd_idnr,capacity_mw,latitude,longitude,primary_fuel,other_fuel1,other_fuel2,other_fuel3,commissioning_year,owner,source,url,geolocation_source,wepp_id,year_of_capacity_data,generation_gwh_2013,generation_gwh_2014,generation_gwh_2015,generation_gwh_2016,generation_gwh_2017,generation_gwh_2018,generation_gwh_2019,generation_data_source,estimated_generation_gwh_2013,estimated_generation_gwh_2014,estimated_generation_gwh_2015,estimated_generation_gwh_2016,estimated_generation_gwh_2017,estimated_generation_note_2013,estimated_generation_note_2014,estimated_generation_note_2015,estimated_generation_note_2016,estimated_generation_note_2017
CHN,China,Qinxin Coal Mine Methane,WRI1071244,1.0,36.5700,112.2100,Gas,,,,,,UNFCCC CDM Registry,https://cdm.unfccc.int/Projects/redirector?ref=3200,UNFCCC CDM Registry,,,,,,,,,,,,,,,3.03,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
CHN,China,Qinyu Small,WRI1071596,5.0,33.7870,104.5350,Hydro,,,,,,UNFCCC CDM Registry,https://cdm.unfccc.int/Projects/redirector?ref=4502,UNFCCC CDM Registry,,,,,,,,,,,12.81,15.15,16.99,17.51,15.40,HYDRO-V1,HYDRO-V1,HYDRO-V1,HYDRO-V1,HYDRO-V1
CHN,China,Qiongxi,WKS0065401,20.0,32.7940,102.5650,Solar,,,,,,Wiki-Solar,https://www.wiki-solar.org,Wiki-Solar,,,,,,,,,,,36.28,37.69,37.47,37.43,38.52,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE
CHN,China,Qiqihaer Nianzishan Wind,WRI1072356,49.0,47.5715,122.9295,Wind,,,,,,UNFCCC CDM Registry,https://cdm.unfccc.int/Projects/redirector?ref=6963,WRI,1079704,,,,,,,,,,,,,,90.92,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
CHN,China,Qira A,WKS0070227,40.0,36.9750,80.8460,Solar,,,,,,Wiki-Solar,https://www.wiki-solar.org,Wiki-Solar,,,,,,,,,,,59.95,62.09,60.68,61.24,64.01,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE
CHN,China,Qirehataer Xinjiang,WRI1072408,210.0,37.8414,75.7606,Hydro,,,,,,UNFCCC CDM Registry,https://cdm.unfccc.int/Projects/redirector?ref=7117,UNFCCC CDM Registry,,,,,,,,,,,521.68,667.42,667.42,779.14,691.86,HYDRO-V1,HYDRO-V1,HYDRO-V1,HYDRO-V1,HYDRO-V1
CHN,China,Qishuyan Gas,WRI1029830,1140.0,31.7400,120.0400,Gas,,,,,,Huadian Power International Company Limited,http://eng.chd.com.cn,,,,,,,,,,,,,,,,3454.89,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
CHN,China,Qitai A,WKS0070274,20.0,45.1100,90.5910,Solar,,,,,,Wiki-Solar,https://www.wiki-solar.org,Wiki-Solar,,,,,,,,,,,30.12,30.78,29.88,29.90,30.25,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE
CHN,China,Qiuxian A,WKS0073735,15.0,36.8250,115.2380,Solar,,,,,,Wiki-Solar,https://www.wiki-solar.org,Wiki-Solar,,,,,,,,,,,26.37,26.65,26.84,27.45,27.33,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE
CHN,China,Qixia Tangshanpeng,WRI1070991,21.0,37.1733,120.5032,Wind,,,,,,UNFCCC CDM Registry,https://cdm.unfccc.int/Projects/redirector?ref=1019,UNFCCC CDM Registry,1079799,,,,,,,,,,,,,,38.96,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
CHN,China,Quantou,WRI1023855,49.3,42.8400,124.2000,Wind,,,,,,China Wind Power Center,http://www.cwpc.cn/cwpp/en/information/wind-farms-china/wind-farm-map/,,,,,,,,,,,,,,,,91.48,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
CHN,China,Quanzhou,WKS0062326,10.9,24.7120,118.5400,Solar,,,,,,Wiki-Solar,https://www.wiki-solar.org,Wiki-Solar,,,,,,,,,,,19.72,20.25,20.37,19.20,20.78,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE
CHN,China,Quanzhou Liupu,WRI1071413,15.0,26.2269,111.2619,Hydro,,,,,,UNFCCC CDM Registry,https://cdm.unfccc.int/Projects/redirector?ref=3790,UNFCCC CDM Registry,1099333,,,,,,,,,,66.32,73.49,72.10,74.71,72.82,HYDRO-V1,HYDRO-V1,HYDRO-V1,HYDRO-V1,HYDRO-V1
CHN,China,Qudong power station,WRI1070067,660.0,35.2446,113.8522,Coal,,,,2012.0,Huadian Power International Company Limited,GCPT,https://endcoal.org/global-coal-plant-tracker/,GCPT,,,,,,,,,,,,,,,3215.97,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
CHN,China,Qujiang A,WKS0073238,20.0,29.0320,119.0000,Solar,,,,,,Wiki-Solar,https://www.wiki-solar.org,Wiki-Solar,,,,,,,,,,,34.56,34.11,35.05,34.52,34.22,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE
CHN,China,Qujing power station,WRI1070088,1200.0,25.6618,104.0667,Coal,,,,2000.0,Yunnan Coal Chemical Industry Group Co Ltd,GCPT,https://endcoal.org/global-coal-plant-tracker/,GCPT,1033725,,,,,,,,,,,,,,5847.22,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
CHN,China,Qunsheng power station,WRI1070416,100.0,35.1502,109.9308,Coal,,,,2006.0,Shaanxi Yinhe Yulin Power Generation,GCPT,https://endcoal.org/global-coal-plant-tracker/,GCPT,,,,,,,,,,,,,,,487.26,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
CHN,China,Raoping Haishan Wind,WRI1072025,49.0,23.5167,116.9833,Wind,,,,,,UNFCCC CDM Registry,https://cdm.unfccc.int/Projects/redirector?ref=5971,UNFCCC CDM Registry,,,,,,,,,,,,,,,90.92,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
CHN,China,Renewable Energy For Grid,WRI1070944,5.0,36.0406,103.4504,Hydro,,,,,,UNFCCC CDM Registry,https://cdm.unfccc.int/Projects/redirector?ref=594,UNFCCC CDM Registry,,,,,,,,,,,16.57,19.35,18.77,20.03,18.77,HYDRO-V1,HYDRO-V1,HYDRO-V1,HYDRO-V1,HYDRO-V1
CHN,China,Renkeng Longchuan County,WRI1071092,25.0,24.2800,115.2100,Hydro,,,,,,UNFCCC CDM Registry,https://cdm.unfccc.int/Projects/redirector?ref=2392,UNFCCC CDM Registry,,,,,,,,,,,80.65,95.67,93.97,113.68,95.67,HYDRO-V1,HYDRO-V1,HYDRO-V1,HYDRO-V1,HYDRO-V1
CHN,China,Renqiu power station,WRI1070842,700.0,38.7453,116.1533,Coal,,,,2013.0,Hebei Construction Energy Investment Co Ltd,GCPT,https://endcoal.org/global-coal-plant-tracker/,GCPT,1087780,,,,,,,,,,,,,,3410.88,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
CHN,China,Reshuitang 2nd Cascade,WRI1071384,15.0,32.3694,103.0506,Hydro,,,,,,UNFCCC CDM Registry,https://cdm.unfccc.int/Projects/redirector?ref=3681,UNFCCC CDM Registry,,,,,,,,,,,42.69,53.93,58.21,61.76,54.53,HYDRO-V1,HYDRO-V1,HYDRO-V1,HYDRO-V1,HYDRO-V1
CHN,China,Resources Beipiao Xiangyang,WRI1072535,49.0,42.0855,120.4551,Wind,,,,,,UNFCCC CDM Registry,https://cdm.unfccc.int/Projects/redirector?ref=7505,UNFCCC CDM Registry,,,,,,,,,,,,,,,90.92,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
CHN,China,Resources Haiyang Dongfang Phase 1 Wind,WRI1072001,49.0,36.9442,121.0267,Wind,,,,,,UNFCCC CDM Registry,https://cdm.unfccc.int/Projects/redirector?ref=5910,UNFCCC CDM Registry,1108810,,,,,,,,,,,,,,90.92,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
CHN,China,Resources Juxian Donghong Phase 1 Wind,WRI1072087,49.0,35.9279,118.8971,Wind,,,,,,UNFCCC CDM Registry,https://cdm.unfccc.int/Projects/redirector?ref=6136,UNFCCC CDM Registry,1097609,,,,,,,,,,,,,,90.92,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
CHN,China,Resources New Energy Lianzhou Yanxi Wind,WRI1072237,49.0,25.1139,112.5944,Wind,,,,,,UNFCCC CDM Registry,https://cdm.unfccc.int/Projects/redirector?ref=6616,UNFCCC CDM Registry,1097607,,,,,,,,,,,,,,90.92,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
CHN,China,Resources New Energy Lufeng Chengmei,WRI1072028,49.0,22.8665,115.7708,Wind,,,,,,UNFCCC CDM Registry,https://cdm.unfccc.int/Projects/redirector?ref=5986,UNFCCC CDM Registry,,,,,,,,,,,,,,,90.92,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
CHN,China,Resources Weichang Yudaokou Baihuapo Wind,WRI1072046,49.0,42.3540,117.3140,Wind,,,,,,UNFCCC CDM Registry,https://cdm.unfccc.int/Projects/redirector?ref=6046,UNFCCC CDM Registry,1078173,,,,,,,,,,,,,,90.92,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
CHN,China,Resources Weichang Yudaokou Yangbaishun Wind,WRI1071975,49.0,42.3740,117.2770,Wind,,,,,,UNFCCC CDM Registry,https://cdm.unfccc.int/Projects/redirector?ref=5836,UNFCCC CDM Registry,1085898,,,,,,,,,,,,,,90.92,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
CHN,China,Rizhao Iron and Steel Cogen power station,WRI1075705,660.0,35.1562,119.3666,Coal,,,,2013.0,Rizhao Steel Holding Group,GCPT,https://endcoal.org/global-coal-plant-tracker/,GCPT,,,,,,,,,,,,,,,3215.97,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
CHN,China,Rizhao power station,WRI1070312,2060.0,35.3450,119.5111,Coal,,,,2006.0,Huaneng Shandong Power Co Ltd,GCPT,https://endcoal.org/global-coal-plant-tracker/,GCPT,,,,,,,,,,,,,,,10037.74,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
CHN,China,Roncheng Wind,WRI1071056,48.0,37.1500,122.3833,Wind,,,,,,UNFCCC CDM Registry,https://cdm.unfccc.int/Projects/redirector?ref=1755,UNFCCC CDM Registry,1079810,,,,,,,,,,,,,,89.06,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
CHN,China,Rongcheng Dongchudao,WRI1070989,15.0,37.2000,122.3400,Wind,,,,,,UNFCCC CDM Registry,https://cdm.unfccc.int/Projects/redirector?ref=1008,UNFCCC CDM Registry,1028541,,,,,,,,,,,,,,27.83,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
CHN,China,Rongge Hydro.,WRI1072459,90.0,25.4400,106.7200,Hydro,,,,,,UNFCCC CDM Registry,https://cdm.unfccc.int/Projects/redirector?ref=7278,UNFCCC CDM Registry,,,,,,,,,,,222.64,303.31,303.31,346.57,303.31,HYDRO-V1,HYDRO-V1,HYDRO-V1,HYDRO-V1,HYDRO-V1
CHN,China,Ronghai power station,WRI1075706,270.0,36.4998,112.9665,Coal,,,,2007.0,Luan Mining Industry Group Co,GCPT,https://endcoal.org/global-coal-plant-tracker/,GCPT,,,,,,,,,,,,,,,1315.62,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
CHN,China,Rudong A,WKS0070033,10.0,32.5130,121.1370,Solar,,,,,,Wiki-Solar,https://www.wiki-solar.org,Wiki-Solar,,,,,,,,,,,16.73,17.58,17.49,16.96,16.98,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE
CHN,China,Rudong B,WKS0070034,25.0,32.5267,121.0834,Solar,,,,,,Wiki-Solar,https://www.wiki-solar.org,Wiki-Solar,,,,,,,,,,,39.66,41.30,41.55,40.10,39.97,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE
CHN,China,Rudong Coal,WRI1070391,45.0,32.3069,121.1443,Coal,,,,2004.0,Rudong GCL Thermal Power Co Ltd,Industry About,https://industryabout.com/country-territories-3/1705-china/fossil-fuels-energy/33023-rudong-coal-power-plant,Industry About,,,,,,,,,,,,,,,219.27,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
CHN,China,Rudong County Wind,WRI1070933,100.0,32.3203,121.2100,Wind,,,,,,UNFCCC CDM Registry,https://cdm.unfccc.int/Projects/redirector?ref=491,UNFCCC CDM Registry,1056659,,,,,,,,,,,,,,185.56,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
CHN,China,Ruiming power station,WRI1075707,250.0,23.0791,113.4966,Coal,,,,1996.0,Guangzhou Huangdian Industrial Co,GCPT,https://endcoal.org/global-coal-plant-tracker/,GCPT,,,,,,,,,,,,,,,1218.17,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
CHN,China,Rundi Expansion,WRI1071512,12.0,35.3231,103.8311,Hydro,,,,,,UNFCCC CDM Registry,https://cdm.unfccc.int/Projects/redirector?ref=4160,UNFCCC CDM Registry,,,,,,,,,,,47.12,53.01,50.91,51.69,49.41,HYDRO-V1,HYDRO-V1,HYDRO-V1,HYDRO-V1,HYDRO-V1
CHN,China,Ruoergai,WKS0065400,20.0,33.7520,102.9980,Solar,,,,,,Wiki-Solar,https://www.wiki-solar.org,Wiki-Solar,,,,,,,,,,,36.20,37.62,37.41,36.75,37.30,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE
CHN,China,Ruoqiang A,WKS0070253,20.0,38.9460,88.1990,Solar,,,,,,Wiki-Solar,https://www.wiki-solar.org,Wiki-Solar,,,,,,,,,,,31.22,32.39,33.36,33.30,34.59,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE
CHN,China,Ruoqiang B,WKS0070254,20.0,38.9310,88.1990,Solar,,,,,,Wiki-Solar,https://www.wiki-solar.org,Wiki-Solar,,,,,,,,,,,32.04,32.54,33.13,32.81,34.47,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE
CHN,China,Ruoqiang C,WKS0070255,40.0,38.9460,88.2100,Solar,,,,,,Wiki-Solar,https://www.wiki-solar.org,Wiki-Solar,,,,,,,,,,,60.20,61.06,62.49,59.88,65.12,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE
CHN,China,Ruwu Small,WRI1071359,15.0,34.6461,103.7717,Hydro,,,,,,UNFCCC CDM Registry,https://cdm.unfccc.int/Projects/redirector?ref=3588,UNFCCC CDM Registry,1090124,,,,,,,,,,60.14,67.60,62.83,65.61,62.76,HYDRO-V1,HYDRO-V1,HYDRO-V1,HYDRO-V1,HYDRO-V1
CHN,China,Ruyang A,WKS0070018,20.0,34.1940,112.4040,Solar,,,,,,Wiki-Solar,https://www.wiki-solar.org,Wiki-Solar,,,,,,,,,,,34.02,34.97,33.46,34.39,35.32,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE
CHN,China,Ruzhou A,WKS0070015,35.0,34.2730,112.8320,Solar,,,,,,Wiki-Solar,https://www.wiki-solar.org,Wiki-Solar,,,,,,,,,,,55.21,57.32,58.52,57.50,58.60,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE
CHN,China,Ruzhou B,WKS0070016,4.0,34.2627,112.8388,Solar,,,,,,Wiki-Solar,https://www.wiki-solar.org,Wiki-Solar,,,,,,,,,,,6.69,6.88,6.80,6.87,6.87,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE
CHN,China,SDIC Dananhu power station,WRI1070226,1320.0,42.3055,93.3519,Coal,,,,2014.0,SDIC Hami Energy Co Ltd,GCPT,https://endcoal.org/global-coal-plant-tracker/,GCPT,,,,,,,,,,,,,,,6431.95,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
CHN,China,SDIC Jincheng power station,WRI1070819,600.0,35.4605,112.9255,Coal,,,,2011.0,Xiyang Energy Co Ltd,GCPT,https://endcoal.org/global-coal-plant-tracker/,GCPT,1087262,,,,,,,,,,,,,,2923.61,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
CHN,China,SDIC Qinzhou power station,WRI1070777,3360.0,21.7012,108.6250,Coal,,,,2013.0,SDIC Huajing Power Holdings Ltd,GCPT,https://endcoal.org/global-coal-plant-tracker/,GCPT,1018744,,,,,,,,,,,,,,16372.24,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
CHN,China,SDIC Yili Yining Cogen power station,WRI1070329,660.0,43.9263,81.2211,Coal,,,,2012.0,SDIC Hami Energy Co Ltd,GCPT,https://endcoal.org/global-coal-plant-tracker/,GCPT,1066299,,,,,,,,,,,,,,3215.97,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
CHN,China,SGCC Ewenki power station,WRI1070259,1200.0,48.7296,119.9407,Coal,,,,2012.0,Shenhua Guoneng Energy Group,GCPT,https://endcoal.org/global-coal-plant-tracker/,GCPT,1087268,,,,,,,,,,,,,,5847.22,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
CHN,China,SPIP} A,WKS0065078,10.0,43.0120,93.6350,Solar,,,,,,Wiki-Solar,https://www.wiki-solar.org,Wiki-Solar,,,,,,,,,,,15.23,14.82,15.13,15.24,15.53,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE
CHN,China,SPIP} B,WKS0065080,20.0,43.0180,93.5850,Solar,,,,,,Wiki-Solar,https://www.wiki-solar.org,Wiki-Solar,,,,,,,,,,,31.51,31.03,31.43,31.37,32.75,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE
CHN,China,SPIP} C,WKS0065081,20.0,43.0170,93.6190,Solar,,,,,,Wiki-Solar,https://www.wiki-solar.org,Wiki-Solar,,,,,,,,,,,31.41,31.03,31.43,31.46,32.06,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE
CHN,China,SPIP} D,WKS0065082,20.0,43.0180,93.6110,Solar,,,,,,Wiki-Solar,https://www.wiki-solar.org,Wiki-Solar,,,,,,,,,,,31.41,31.03,31.43,31.40,32.32,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE
CHN,China,SPIP} E,WKS0065083,50.0,43.0100,93.5880,Solar,,,,,,Wiki-Solar,https://www.wiki-solar.org,Wiki-Solar,,,,,,,,,,,74.99,73.29,74.86,74.04,77.43,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE
CHN,China,SPIP} F,WKS0070041,50.0,43.0430,93.6540,Solar,,,,,,Wiki-Solar,https://www.wiki-solar.org,Wiki-Solar,,,,,,,,,,,74.76,72.54,74.03,73.89,75.44,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE
CHN,China,SPIP} G,WKS0070042,20.0,43.0260,93.6290,Solar,,,,,,Wiki-Solar,https://www.wiki-solar.org,Wiki-Solar,,,,,,,,,,,31.42,31.03,31.50,31.30,31.90,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE
CHN,China,SPIP} H,WKS0070043,20.0,43.0440,93.6280,Solar,,,,,,Wiki-Solar,https://www.wiki-solar.org,Wiki-Solar,,,,,,,,,,,31.42,30.73,31.45,31.30,31.85,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE
CHN,China,SPIP} Hami CGN,WKS0062235,20.4,43.0180,93.5930,Solar,,,,,,Wiki-Solar,https://www.wiki-solar.org,Wiki-Solar,,,,,,,,,,,32.05,31.61,31.82,31.94,33.36,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE
CHN,China,SPIP} Hami CPV,WKS0063552,16.4,43.0450,93.6470,Solar,,,,,,Wiki-Solar,https://www.wiki-solar.org,Wiki-Solar,,,,,,,,,,,25.43,24.87,25.39,25.43,25.93,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE
CHN,China,SPIP} Hami CPV II,WKS0063554,17.0,43.0460,93.6380,Solar,,,,,,Wiki-Solar,https://www.wiki-solar.org,Wiki-Solar,,,,,,,,,,,26.33,25.75,26.34,26.34,26.80,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE
CHN,China,SPIP} Hami HP,WKS0061717,40.0,43.0090,93.6160,Solar,,,,,,Wiki-Solar,https://www.wiki-solar.org,Wiki-Solar,,,,,,,,,,,59.56,58.54,59.07,59.15,61.09,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE
CHN,China,SPIP} Hami Jianye,WKS0068055,20.0,43.0150,93.6550,Solar,,,,,,Wiki-Solar,https://www.wiki-solar.org,Wiki-Solar,,,,,,,,,,,31.42,30.73,31.45,31.30,31.85,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE
CHN,China,SPIP} Hami PC,WKS0065369,50.0,43.0360,93.6110,Solar,,,,,,Wiki-Solar,https://www.wiki-solar.org,Wiki-Solar,,,,,,,,,,,74.76,73.29,74.42,73.76,75.30,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE
CHN,China,SPIP} Hami Y,WKS0073630,20.0,43.0240,93.6530,Solar,,,,,,Wiki-Solar,https://www.wiki-solar.org,Wiki-Solar,,,,,,,,,,,31.42,30.73,31.39,31.30,31.89,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE
CHN,China,SPIP} J,WKS0070044,20.0,43.0460,93.6200,Solar,,,,,,Wiki-Solar,https://www.wiki-solar.org,Wiki-Solar,,,,,,,,,,,31.42,30.73,31.50,31.30,31.85,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE
CHN,China,SPIP} K,WKS0070045,20.0,43.0350,93.6200,Solar,,,,,,Wiki-Solar,https://www.wiki-solar.org,Wiki-Solar,,,,,,,,,,,31.42,31.03,31.50,31.30,31.96,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE
CHN,China,SPIP} L,WKS0070046,20.0,43.0350,93.6290,Solar,,,,,,Wiki-Solar,https://www.wiki-solar.org,Wiki-Solar,,,,,,,,,,,31.42,30.73,31.50,31.30,31.85,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE
CHN,China,SPIP} M,WKS0070047,40.0,43.0170,93.6330,Solar,,,,,,Wiki-Solar,https://www.wiki-solar.org,Wiki-Solar,,,,,,,,,,,59.58,58.54,59.57,58.96,60.19,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE
CHN,China,SPIP} N,WKS0070048,8.0,43.0240,93.6390,Solar,,,,,,Wiki-Solar,https://www.wiki-solar.org,Wiki-Solar,,,,,,,,,,,12.24,11.75,12.01,12.16,12.30,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE
